pitch,start,end,velocity,instrument
67,146.1456871875,146.52228937499999,119,30
60,146.1537,147.53190374999997,122,0
72,146.1537,147.5559421875,122,0
36,146.1537,147.563955,123,0
63,146.1537,147.5719678125,122,0
67,146.1537,147.579980625,123,0
75,146.1537,146.96299406249997,77,48
67,146.1537,146.97100687499997,89,48
72,146.53030218749998,147.9245315625,119,30
48,146.92292999999998,148.30113375,121,0
79,146.92292999999998,147.70818562499997,92,48
72,146.92292999999998,147.740236875,77,48
36,147.29953218749998,147.44376281249998,119,33
72,147.66812156249998,148.124851875,124,30
36,147.68414718749997,148.4533771875,122,33
60,147.69215999999997,147.94857,123,0
63,147.69215999999997,148.04472374999997,123,0
67,147.69215999999997,148.15690312499999,123,0
72,147.69215999999997,148.333185,123,0
36,147.69215999999997,149.022286875,123,0
84,147.69215999999997,148.445364375,78,48
75,147.69215999999997,149.214594375,86,48
72,148.05273656249997,148.509466875,119,30
62,148.07677499999997,148.2610696875,122,0
74,148.07677499999997,148.2690825,124,30
75,148.2610696875,148.51747968749999,124,30
63,148.2690825,148.77388968749997,119,0
31,148.4533771875,148.8540178125,122,33
60,148.46139,148.68574875,123,0
67,148.46139,148.88606906249998,123,0
48,148.46139,149.1745303125,121,0
72,148.46139,150.24824718749997,122,0
79,148.46139,149.214594375,84,48
74,148.46139,148.6536975,119,30
72,148.5014540625,148.88606906249998,124,30
75,148.6456846875,148.90209468749998,119,30
30,148.8379921875,149.2386328125,120,33
62,148.846005,149.09440218749998,119,0
74,148.8540178125,149.06235093749999,124,30
72,148.88606906249998,149.27068406249998,119,30
43,149.0383125,149.13446624999997,118,0
63,149.0383125,149.16651749999997,114,0
75,149.0383125,149.25465843749998,124,30
29,149.2226071875,150.36042656249998,123,33
65,149.23062,150.2963240625,121,0
41,149.23062,150.2963240625,122,0
68,149.23062,150.74504156249998,121,0
77,149.23062,150.04792687499997,89,48
80,149.23062,152.33959124999998,84,48
74,149.2386328125,149.44696593749998,119,30
77,149.27068406249998,150.40049062499997,124,30
75,149.4229275,149.63927343749998,119,30
77,149.65529906249998,150.78510562499997,119,30
53,149.99984999999998,150.28831125,122,0
76,149.99984999999998,150.77709281249997,94,48
41,150.37645218749998,150.59279812499997,122,33
64,150.38446499999998,150.6488878125,123,0
72,150.38446499999998,150.72100312499998,123,0
52,150.38446499999998,150.78510562499997,122,0
40,150.38446499999998,150.79311843749997,123,0
60,150.38446499999998,151.46619468749998,123,0
72,150.40850343749997,150.688951875,124,30
40,150.56875968749998,150.817156875,121,33
77,150.72901593749998,150.96138749999997,124,30
39,150.76106718749998,151.49023312499997,123,33
72,150.76907999999997,151.3700409375,123,0
63,150.76907999999997,151.37805375,123,0
39,150.76907999999997,151.586386875,123,0
68,150.76907999999997,152.0911940625,123,0
75,150.76907999999997,151.586386875,84,48
72,150.79311843749997,151.07356687499998,119,30
79,150.96138749999997,151.10561812499998,123,30
77,151.11363093749998,151.34600249999997,119,30
80,151.18574625,151.29792562499998,124,30
82,151.34600249999997,151.43414343749998,124,30
79,151.34600249999997,151.49023312499997,118,30
82,151.52228437499997,152.77228312499997,124,30
38,151.5302971875,152.33959124999998,125,33
72,151.53831,151.85080968749998,123,0
50,151.53831,151.9309378125,123,0
60,151.53831,151.938950625,123,0
62,151.53831,152.22741187499997,123,0
74,151.53831,152.27548875,87,48
80,151.57036125,151.68254062499997,119,30
82,151.7306175,151.81875843749998,119,30
82,151.906899375,153.15689812499997,119,30
34,152.2995271875,153.33317999999997,125,33
46,152.30754,152.87644968749998,123,0
34,152.30754,153.09279562499998,123,0
58,152.30754,153.30112874999998,123,0
62,152.30754,153.78991031249998,123,0
65,152.30754,153.96619218749998,123,0
70,152.30754,154.33478156249998,123,0
70,152.30754,153.24503906249998,84,48
82,152.30754,154.6793325,83,48
80,152.75625749999998,152.88446249999998,124,30
82,152.89247531249998,153.06074437499998,124,30
80,153.028693125,153.14888531249997,124,30
46,153.07676999999998,154.40689687499997,120,0
76,153.07676999999998,153.204975,89,48
75,153.07676999999998,153.23702624999999,89,48
72,153.07676999999998,153.7738846875,97,48
80,153.14087249999997,153.26907749999998,119,30
79,153.14888531249997,153.28510312499998,124,30
75,153.26907749999998,153.68574374999997,42,48
82,153.27709031249998,153.44535937499998,119,30
80,153.28510312499998,153.4052953125,124,30
79,153.3892696875,153.5254875,124,30
80,153.413308125,153.5335003125,119,30
34,153.45337218749998,153.62965406249998,119,33
34,153.46138499999998,153.7738846875,119,0
58,153.46138499999998,154.55914031249998,118,0
77,153.51747468749997,153.62965406249998,124,30
79,153.5335003125,153.66971812499997,119,30
79,153.60561562499998,153.7578590625,124,30
80,153.66971812499997,153.78991031249998,119,30
77,153.7097821875,153.84599999999998,124,30
79,153.7738846875,153.9101025,119,30
34,153.83798718749998,154.8155503125,123,33
75,153.83798718749998,153.97420499999998,124,30
34,153.84599999999998,154.6713196875,117,0
62,153.84599999999998,154.77548624999997,120,0
77,153.84599999999998,155.368434375,89,48
74,153.84599999999998,155.3764471875,92,48
77,153.9020896875,154.01426906249998,119,30
77,153.97420499999998,154.0783715625,124,30
79,153.99023062499998,154.14247406249999,119,30
75,154.06234593749997,154.19055093749998,124,30
77,154.0943971875,154.23061499999997,119,30
74,154.17452531249998,154.2546534375,124,30
75,154.22260218749997,154.35881999999998,119,30
65,154.23061499999997,154.663306875,120,0
75,154.2546534375,154.36683281249998,124,30
74,154.35080718749998,154.4469609375,124,30
77,154.35881999999998,154.4629865625,119,30
75,154.4469609375,154.57516593749997,119,30
72,154.45497375,154.61523,124,30
74,154.55914031249998,154.6392684375,119,30
70,154.58317874999997,155.3443959375,124,30
46,154.61523,155.208178125,122,0
70,154.61523,155.24824218749998,120,0
58,154.61523,155.27228062499998,120,0
80,154.61523,155.3924728125,82,48
75,154.6392684375,154.75144781249998,119,30
74,154.73542218749998,154.8315759375,119,30
36,154.7995246875,154.999845,121,33
65,154.8075375,155.3604215625,107,0
72,154.83958875,154.999845,119,30
70,154.96779374999997,155.7290109375,119,30
38,154.9918321875,155.400485625,124,33
34,154.999845,155.12003718749997,116,0
39,155.3764471875,156.02548499999997,123,33
58,155.38446,156.37003593749998,123,0
39,155.38446,156.39407437499997,123,0
70,155.38446,156.40208718749997,123,0
67,155.38446,156.41811281249997,123,0
63,155.38446,156.4661896875,123,0
79,155.38446,156.21779249999997,88,48
75,155.38446,156.92291999999998,83,48
70,155.63285718749998,155.79311343749998,124,30
72,155.80913906249998,156.00945937499998,124,30
74,155.96939531249998,156.0976003125,124,30
70,156.01747218749998,156.17772843749998,119,30
75,156.1296515625,156.24183093749997,124,30
39,156.14567718749998,156.36202312499998,119,33
51,156.15368999999998,156.93093281249998,120,0
82,156.15368999999998,156.92291999999998,90,48
72,156.19375406249998,156.39407437499997,119,30
77,156.2738821875,156.42612562499997,124,30
74,156.35401031249998,156.4822153125,119,30
79,156.40208718749997,156.52227937499998,124,30
75,156.51426656249998,156.6264459375,119,30
39,156.53029218749998,156.92291999999998,122,33
39,156.53830499999998,156.842791875,122,0
63,156.53830499999998,156.88285593749998,120,0
67,156.53830499999998,156.89888156249998,120,0
58,156.53830499999998,157.25144531249998,123,0
70,156.53830499999998,157.82836781249998,122,0
80,156.53830499999998,156.66651,124,30
82,156.6584971875,157.17933,124,30
77,156.6584971875,156.810740625,119,30
79,156.78670218749997,156.90689437499998,119,30
38,156.91490718749998,157.63606031249998,125,33
62,156.92291999999998,157.33958625,123,0
65,156.92291999999998,157.5559321875,123,0
38,156.92291999999998,157.77227812499999,121,0
77,156.92291999999998,158.50144406249998,78,48
74,156.92291999999998,158.54150812499998,92,48
80,156.92291999999998,157.05112499999998,119,30
82,157.0431121875,157.563945,119,30
70,157.1713171875,157.27548374999998,124,30
72,157.29952218749997,157.48381687499997,124,30
58,157.30753499999997,157.7642653125,117,0
74,157.45176562499998,157.579970625,124,30
62,157.49984249999997,158.092790625,110,0
70,157.5559321875,157.66009874999997,119,30
75,157.59599624999998,157.7161884375,124,30
38,157.68413718749997,157.80432937499998,121,33
72,157.68413718749997,157.86843187499997,119,30
50,157.69214999999997,158.46138,123,0
82,157.69214999999997,158.42131593749997,78,48
77,157.7322140625,157.91650875,124,30
74,157.83638062499998,157.96458562499998,119,30
65,157.8844575,158.14086749999998,123,0
70,157.8844575,158.253046875,122,0
58,157.8844575,158.31714937499999,122,0
79,157.8844575,158.01266249999998,124,30
75,157.98061124999998,158.1008034375,119,30
80,158.03670093749997,158.15689312499998,124,30
38,158.0687521875,158.51746968749998,125,33
43,158.076765,158.4693928125,116,0
77,158.1168290625,158.30112375,119,30
82,158.17291874999998,159.61522499999998,124,30
67,158.2690725,158.31714937499999,112,0
79,158.2690725,158.39727749999997,119,30
80,158.42131593749997,158.54150812499998,119,30
36,158.4533671875,159.5431096875,125,33
60,158.46138,159.27868687499998,123,0
63,158.46138,159.51907125,123,0
67,158.46138,159.63926343749998,123,0
72,158.46138,159.82355812499998,123,0
36,158.46138,159.919711875,123,0
75,158.46138,159.98381437499998,86,48
72,158.46138,160.00785281249998,89,48
82,158.55753374999998,159.99983999999998,119,30
48,159.23060999999998,160.48060875,122,0
82,159.23060999999998,159.99983999999998,87,48
31,159.60721218749998,159.86362218749997,121,33
62,159.61522499999998,159.79951968749998,117,0
74,159.61522499999998,159.79150687499998,124,30
34,159.79951968749998,159.97580156249998,122,33
63,159.80753249999998,160.0719553125,116,0
75,159.80753249999998,159.99983999999998,124,30
36,159.99182718749998,160.76906999999997,124,33
60,159.99983999999998,160.272275625,122,0
67,159.99983999999998,160.640865,122,0
72,159.99983999999998,160.656890625,123,0
36,159.99983999999998,161.0174671875,121,0
70,159.99983999999998,160.76105718749997,81,48
77,159.99983999999998,160.8331725,78,48
74,159.99983999999998,160.89727499999998,74,48
72,159.99983999999998,160.36041656249998,124,30
74,159.99983999999998,160.17612187499998,119,30
75,160.19214749999998,160.38445499999997,119,30
62,160.38445499999997,160.57676249999997,120,0
74,160.38445499999997,160.57676249999997,124,30
72,160.38445499999997,160.74503156249997,119,30
75,160.55272406249998,160.7931084375,124,30
63,160.57676249999997,160.77708281249997,122,0
31,160.76105718749997,161.1777234375,122,33
60,160.76906999999997,160.96939031249997,123,0
67,160.76906999999997,161.22580031249998,123,0
48,160.76906999999997,161.3379796875,122,0
72,160.76906999999997,161.37804375,123,0
82,160.76906999999997,160.87323656249998,74,48
72,160.76906999999997,161.5383,74,48
75,160.76906999999997,161.5383,90,48
74,160.76906999999997,160.96137749999997,119,30
72,160.78509562499997,161.201761875,124,30
75,160.93733906249997,161.1777234375,119,30
30,161.14567218749997,161.50624874999997,122,33
74,161.14567218749997,161.3379796875,124,30
62,161.153685,161.394069375,114,0
72,161.169710625,161.58637687499998,119,30
75,161.32195406249997,161.5302871875,124,30
43,161.3459925,161.44214624999998,119,0
63,161.3459925,161.47419749999997,117,0
29,161.5302871875,162.6681065625,124,33
74,161.5302871875,161.7225946875,119,30
60,161.5383,162.17932499999998,123,0
65,161.5383,162.291504375,123,0
72,161.5383,162.31554281249998,123,0
68,161.5383,162.33156843749998,122,0
41,161.5383,162.69214499999998,119,0
72,161.5383,162.30752999999999,81,48
77,161.5383,162.49983749999998,81,48
65,161.5383,162.49983749999998,81,48
80,161.5383,162.59599124999997,81,48
77,161.554325625,162.612016875,124,30
75,161.7065690625,161.9149021875,119,30
77,161.938940625,162.996631875,119,30
53,162.30752999999999,162.71618343749998,123,0
65,162.6200296875,162.93252937499997,124,30
41,162.68413218749998,162.90849093749998,125,33
65,162.69214499999998,162.78028593749997,122,0
77,162.69214499999998,162.78829875,121,0
77,162.69214499999998,162.78829875,100,48
65,162.69214499999998,162.78829875,100,48
53,162.69214499999998,162.78829875,100,48
89,162.69214499999998,162.8123371875,92,48
67,162.86842687499998,163.11682406249997,124,30
40,162.87643968749998,163.10881124999997,121,33
52,162.88445249999998,162.91650374999998,120,0
67,162.88445249999998,162.95656781249997,123,0
79,162.88445249999998,162.9886190625,123,0
91,162.88445249999998,162.98060625,100,48
79,162.88445249999998,162.98060625,100,48
64,162.88445249999998,162.98060625,100,48
52,162.88445249999998,162.98060625,100,48
65,163.0046446875,163.31714437499997,119,30
39,163.06874718749998,163.80592593749998,125,33
68,163.07675999999998,163.42131093749998,122,0
80,163.07675999999998,163.50945187499997,123,0
63,163.07675999999998,163.5254775,123,0
51,163.07675999999998,163.55752875,122,0
51,163.07675999999998,163.46137499999998,100,48
68,163.07675999999998,163.5174646875,100,48
80,163.07675999999998,163.55752875,100,48
63,163.07675999999998,163.58156718749999,100,48
75,163.07675999999998,163.7097721875,100,48
92,163.07675999999998,163.717785,100,48
68,163.12483687499997,163.78188749999998,124,30
67,163.25304187499998,163.50143906249997,119,30
68,163.50945187499997,164.16650249999998,119,30
77,163.80592593749998,164.61522,124,30
38,163.83797718749997,164.6072071875,125,33
89,163.84598999999997,164.20656656249997,122,0
77,163.84598999999997,164.21457937499997,123,0
50,163.84598999999997,164.2546434375,121,0
62,163.84598999999997,164.26265625,123,0
89,163.84598999999997,164.278681875,103,48
77,163.84598999999997,164.31874593749998,104,48
50,163.84598999999997,164.35880999999998,95,48
62,163.84598999999997,164.38284843749997,90,48
77,164.19054093749997,164.999835,119,30
37,164.6072071875,165.5687446875,125,33
68,164.6072071875,165.64085999999998,124,30
68,164.61522,165.42451406249998,123,0
80,164.61522,165.45656531249998,122,0
61,164.61522,165.57675749999999,123,0
49,164.61522,165.83316749999997,123,0
68,164.61522,165.41650124999998,103,48
80,164.61522,165.43252687499998,98,48
61,164.61522,165.68893687499997,104,48
49,164.61522,165.720988125,97,48
68,164.9918221875,166.02547499999997,119,30
37,165.5687446875,166.53028218749998,123,33
85,165.57675749999999,165.6969496875,118,0
73,165.57675749999999,165.6969496875,118,0
61,165.57675749999999,166.53829499999998,118,0
85,165.57675749999999,165.7129753125,102,48
73,165.57675749999999,165.7129753125,100,48
73,165.63284718749998,165.79310343749998,124,30
36,165.85720593749997,166.17771843749998,125,33
85,165.86521874999997,166.02547499999997,123,0
73,165.86521874999997,166.02547499999997,123,0
60,165.86521874999997,166.073551875,121,0
48,165.86521874999997,166.073551875,117,0
73,165.86521874999997,166.0895775,124,30
85,165.96137249999998,166.0975903125,100,48
60,165.96137249999998,166.1136159375,89,48
73,165.96137249999998,166.12162874999999,100,48
48,165.96137249999998,166.13765437499998,92,48
73,166.01746218749997,166.17771843749998,119,30
35,166.14566718749998,166.91489718749997,125,33
85,166.15367999999998,166.52226937499998,122,0
73,166.15367999999998,166.57034624999997,123,0
47,166.15367999999998,166.66649999999998,123,0
59,166.15367999999998,166.69053843749998,123,0
85,166.15367999999998,166.53028218749998,103,48
73,166.15367999999998,166.58637187499997,104,48
47,166.15367999999998,166.6023975,95,48
59,166.15367999999998,166.63444875,100,48
73,166.18573124999998,166.89085874999998,124,30
73,166.24983375,166.4741925,119,30
73,166.57034624999997,167.27547374999997,119,30
61,166.90688437499998,167.47579406249997,124,30
34,166.91489718749997,167.65207593749997,125,33
73,166.92290999999997,167.31553781249997,123,0
58,166.92290999999997,167.31553781249997,123,0
61,166.92290999999997,167.3475890625,123,0
46,166.92290999999997,167.3716275,120,0
61,166.92290999999997,167.38765312499999,104,48
46,166.92290999999997,167.38765312499999,102,48
73,166.92290999999997,167.40367874999998,100,48
58,166.92290999999997,167.41970437499998,102,48
61,167.29149937499997,167.86040906249997,119,30
33,167.68412718749997,167.95656281249998,125,33
69,167.69214,167.80431937499998,123,0
76,167.69214,167.81233218749998,123,0
81,167.69214,167.82034499999997,123,0
33,167.69214,167.8764346875,123,0
45,167.69214,167.8844475,123,0
57,167.69214,167.91649875,121,48
33,167.69214,167.91649875,119,48
45,167.69214,167.94854999999998,122,48
57,168.076755,168.14085749999998,120,0
64,168.076755,168.16489593749998,122,0
61,168.076755,168.16489593749998,122,0
61,168.46137,168.53348531249998,119,0
57,168.46137,168.53348531249998,121,0
64,168.46137,168.55752374999997,122,0
57,168.84598499999998,168.93412593749997,121,0
61,168.84598499999998,168.94213874999997,121,0
64,168.84598499999998,168.95816437499997,123,0
57,169.23059999999998,169.31874093749997,120,0
61,169.23059999999998,169.3347665625,120,0
64,169.23059999999998,169.342779375,120,0
61,169.61521499999998,169.7033559375,119,0
57,169.61521499999998,169.7033559375,121,0
64,169.61521499999998,169.727394375,118,0
57,169.99982999999997,170.0719453125,115,0
64,169.99982999999997,170.09598375,119,0
61,169.99982999999997,170.09598375,118,0
57,170.38444499999997,170.464573125,118,0
61,170.38444499999997,170.48059874999998,118,0
64,170.38444499999997,170.48861156249998,120,0
57,170.76905999999997,170.85720093749998,122,0
62,170.76905999999997,170.89726499999998,123,0
66,170.76905999999997,170.91329062499997,122,0
74,170.76905999999997,171.08155968749998,119,69
57,171.153675,171.22579031249998,122,0
64,171.153675,171.24181593749998,123,0
61,171.153675,171.24181593749998,121,0
73,171.153675,171.22579031249998,118,69
57,171.3459825,171.39405937499998,117,0
64,171.3459825,171.43412343749998,118,0
61,171.3459825,171.43412343749998,121,0
73,171.3459825,171.43412343749998,119,69
60,171.53829,171.65046937499997,122,0
57,171.53829,171.65046937499997,122,0
63,171.53829,171.69854625,122,0
71,171.53829,171.57034124999998,113,69
72,171.53829,171.61841812499998,117,69
72,171.7305975,171.81072562499998,118,69
57,171.922905,172.02707156249997,123,0
64,171.922905,172.05111,123,0
61,171.922905,172.0591228125,123,0
73,171.922905,171.99502031249997,119,69
73,172.11521249999998,172.17931499999997,118,69
57,172.30751999999998,172.39566093749997,123,0
62,172.30751999999998,172.419699375,123,0
66,172.30751999999998,172.4437378125,122,0
74,172.30751999999998,172.37963531249997,118,69
74,172.49982749999998,172.58796843749997,119,69
61,172.69213499999998,172.76425031249997,123,0
57,172.69213499999998,172.76425031249997,122,0
64,172.69213499999998,172.7802759375,122,0
73,172.69213499999998,172.77226312499997,119,69
57,172.88444249999998,172.93251937499997,118,0
64,172.88444249999998,172.9565578125,122,0
61,172.88444249999998,172.9565578125,119,0
73,172.88444249999998,172.964570625,118,69
60,173.07674999999998,173.28508312499997,123,0
57,173.07674999999998,173.29309593749997,121,0
63,173.07674999999998,173.31713437499997,123,0
72,173.07674999999998,173.38123687499998,118,69
37,173.45335218749997,173.56553156249998,125,33
88,173.46136499999997,173.5334803125,121,60
64,173.46136499999997,173.5254675,123,0
61,173.46136499999997,173.541493125,121,0
57,173.46136499999997,173.541493125,120,0
81,173.46136499999997,173.5254675,96,48
76,173.46136499999997,173.541493125,115,48
73,173.46136499999997,173.5495059375,112,48
69,173.46136499999997,173.5495059375,114,48
64,173.46136499999997,173.58956999999998,119,48
76,173.46136499999997,173.5334803125,120,62
37,173.64565968749997,173.79790312499998,124,33
88,173.65367249999997,173.733800625,120,60
57,173.65367249999997,173.74181343749999,118,0
64,173.65367249999997,173.74982624999998,123,0
61,173.65367249999997,173.75783906249998,121,0
69,173.65367249999997,173.74982624999998,115,48
81,173.65367249999997,173.75783906249998,112,48
73,173.65367249999997,173.78989031249998,112,48
76,173.65367249999997,173.79790312499998,117,48
64,173.65367249999997,173.82995437499997,119,48
76,173.65367249999997,173.733800625,119,62
38,173.83796718749997,174.16649249999998,125,33
93,173.84597999999997,174.16649249999998,122,60
57,173.84597999999997,174.0463003125,123,0
69,173.84597999999997,174.07033875,123,0
62,173.84597999999997,174.0943771875,123,0
66,173.84597999999997,174.11841562499998,123,0
74,173.84597999999997,174.10238999999999,121,48
62,173.84597999999997,174.14245406249998,119,48
78,173.84597999999997,174.19053093749997,118,48
81,173.84597999999997,174.20655656249997,118,48
66,173.84597999999997,174.20655656249997,110,48
69,173.84597999999997,174.21456937499997,121,48
81,173.84597999999997,174.16649249999998,121,62
37,174.22258218749997,174.31873593749998,124,33
88,174.230595,174.31072312499998,120,60
64,174.230595,174.278671875,118,0
57,174.230595,174.28668468749999,115,0
61,174.230595,174.30271031249998,118,0
81,174.230595,174.2546334375,18,48
73,174.230595,174.31072312499998,115,48
69,174.230595,174.31072312499998,114,48
64,174.230595,174.31072312499998,112,48
76,174.230595,174.32674874999998,116,48
61,174.230595,174.35879999999997,108,48
76,174.230595,174.31072312499998,119,62
37,174.4148896875,174.52706906249998,125,33
88,174.4229025,174.51104343749998,122,60
57,174.4229025,174.51104343749998,113,0
61,174.4229025,174.54309468749997,118,0
64,174.4229025,174.55912031249997,123,0
81,174.4229025,174.51905624999998,114,48
69,174.4229025,174.52706906249998,117,48
76,174.4229025,174.55110749999997,108,48
73,174.4229025,174.55110749999997,115,48
61,174.4229025,174.56713312499997,118,48
64,174.4229025,174.6392484375,108,48
76,174.4229025,174.51104343749998,120,62
38,174.6071971875,174.91969687499997,125,33
93,174.61521,174.9597609375,122,60
57,174.61521,174.87963281249998,123,0
69,174.61521,174.88764562499998,123,0
62,174.61521,174.88764562499998,123,0
66,174.61521,174.92770968749997,123,0
74,174.61521,174.8155303125,120,48
81,174.61521,174.93572249999997,119,48
78,174.61521,174.93572249999997,119,48
62,174.61521,174.94373531249997,123,48
66,174.61521,174.95174812499997,119,48
69,174.61521,175.07995312499997,119,48
81,174.61521,174.9597609375,121,62
37,174.9918121875,175.08796593749997,125,33
88,174.999825,175.08796593749997,121,60
57,174.999825,175.06392749999998,117,0
64,174.999825,175.07194031249998,122,0
61,174.999825,175.07995312499997,121,0
76,174.999825,175.07995312499997,112,48
61,174.999825,175.09597874999997,113,48
73,174.999825,175.10399156249997,114,48
64,174.999825,175.12001718749997,117,48
76,174.999825,175.08796593749997,120,62
37,175.1841196875,175.3283503125,125,33
88,175.19213249999999,175.30431187499997,120,60
64,175.19213249999999,175.28027343749997,122,0
57,175.19213249999999,175.28828624999997,117,0
61,175.19213249999999,175.29629906249997,121,0
69,175.19213249999999,175.31232468749997,122,0
81,175.19213249999999,175.22418374999998,101,48
76,175.19213249999999,175.26424781249997,114,48
69,175.19213249999999,175.26424781249997,115,48
73,175.19213249999999,175.29629906249997,116,48
64,175.19213249999999,175.29629906249997,120,48
61,175.19213249999999,175.30431187499997,107,48
76,175.19213249999999,175.30431187499997,119,62
36,175.37642718749998,175.496619375,123,33
87,175.38443999999998,175.48059374999997,121,60
57,175.38443999999998,175.45655531249997,121,0
69,175.38443999999998,175.47258093749997,123,0
60,175.38443999999998,175.48059374999997,121,0
63,175.38443999999998,175.48860656249997,123,0
69,175.38443999999998,175.45655531249997,111,48
75,175.38443999999998,175.47258093749997,118,48
72,175.38443999999998,175.48059374999997,118,48
63,175.38443999999998,175.48059374999997,116,48
60,175.38443999999998,175.48860656249997,113,48
75,175.38443999999998,175.48059374999997,120,62
36,175.56873468749998,175.720978125,122,33
87,175.57674749999998,175.688926875,119,60
60,175.57674749999998,175.66488843749997,117,0
57,175.57674749999998,175.66488843749997,122,0
69,175.57674749999998,175.67290124999997,122,0
63,175.57674749999998,175.688926875,122,0
69,175.57674749999998,175.63283718749997,113,48
72,175.57674749999998,175.65687562499997,115,48
75,175.57674749999998,175.67290124999997,114,48
60,175.57674749999998,175.6969396875,112,48
63,175.57674749999998,175.7129653125,115,48
75,175.57674749999998,175.688926875,118,62
37,175.76104218749998,175.93732406249998,125,33
88,175.76905499999998,175.92129843749998,121,60
69,175.76905499999998,175.86520875,121,0
57,175.76905499999998,175.89726,123,0
64,175.76905499999998,175.913285625,123,0
61,175.76905499999998,175.92129843749998,123,0
69,175.76905499999998,175.9052728125,119,48
76,175.76905499999998,175.92931124999998,118,48
73,175.76905499999998,175.93732406249998,116,48
61,175.76905499999998,175.97738812499998,116,48
64,175.76905499999998,175.99341374999997,112,48
76,175.76905499999998,175.92129843749998,119,62
38,176.14565718749998,176.39405437499997,125,33
90,176.15366999999998,176.34597749999998,121,60
57,176.15366999999998,176.29790062499998,123,0
62,176.15366999999998,176.31392624999998,122,0
69,176.15366999999998,176.33796468749998,123,0
66,176.15366999999998,176.37001593749997,122,0
69,176.15366999999998,176.24982375,120,48
74,176.15366999999998,176.28187499999999,119,48
78,176.15366999999998,176.32193906249998,119,48
66,176.15366999999998,176.32995187499998,111,48
62,176.15366999999998,176.35399031249997,119,48
78,176.15366999999998,176.34597749999998,120,62
37,176.53027218749997,176.71456687499997,125,33
88,176.53828499999997,176.69854124999998,122,60
64,176.53828499999997,176.71456687499997,123,0
61,176.53828499999997,176.71456687499997,123,0
57,176.53828499999997,176.71456687499997,123,0
69,176.53828499999997,176.73860531249997,123,0
69,176.53828499999997,176.66648999999998,122,48
73,176.53828499999997,176.69052843749998,118,48
76,176.53828499999997,176.71456687499997,122,48
64,176.53828499999997,176.73059249999997,120,48
61,176.53828499999997,176.73860531249997,119,48
76,176.53828499999997,176.69854124999998,121,62
36,176.91488718749997,177.03507937499998,125,33
64,176.92289999999997,176.9870025,123,0
60,176.92289999999997,176.9870025,123,0
67,176.92289999999997,176.9950153125,123,0
48,176.92289999999997,177.003028125,120,0
55,176.92289999999997,177.01104093749998,123,0
72,176.92289999999997,176.9870025,120,48
67,176.92289999999997,176.9870025,119,48
60,176.92289999999997,176.9870025,120,48
76,176.92289999999997,176.9950153125,118,48
64,176.92289999999997,176.9950153125,119,48
36,176.92289999999997,176.9870025,122,47
48,176.92289999999997,176.9950153125,118,47
88,176.95495125,176.970976875,113,52
76,176.970976875,177.05911781249998,113,52
55,177.08315624999997,177.21136124999998,119,0
60,177.09116906249997,177.17931,123,0
48,177.09116906249997,177.19533562499998,118,0
67,177.09116906249997,177.20334843749998,123,0
64,177.09918187499997,177.19533562499998,123,0
36,177.10719468749997,177.22738687499998,120,33
72,177.11520749999997,177.18732281249999,114,48
67,177.11520749999997,177.19533562499998,116,48
76,177.11520749999997,177.20334843749998,116,48
60,177.11520749999997,177.21136124999998,116,48
64,177.11520749999997,177.21937406249998,108,48
48,177.11520749999997,177.18732281249999,117,47
36,177.11520749999997,177.20334843749998,122,47
88,177.1392459375,177.21136124999998,113,52
76,177.1392459375,177.22738687499998,113,52
60,177.28347656249997,177.37963031249998,122,0
67,177.29148937499997,177.39565593749998,123,0
48,177.29148937499997,177.40366874999998,123,0
55,177.29148937499997,177.41168156249998,121,0
64,177.29950218749997,177.38764312499998,123,0
36,177.29950218749997,177.45975843749997,116,33
72,177.30751499999997,177.37963031249998,116,48
67,177.30751499999997,177.38764312499998,113,48
76,177.30751499999997,177.39565593749998,113,48
64,177.30751499999997,177.41969437499998,117,48
60,177.30751499999997,177.41969437499998,115,48
88,177.30751499999997,177.3155278125,113,52
48,177.30751499999997,177.37963031249998,117,47
36,177.30751499999997,177.37963031249998,120,47
76,177.323540625,177.39565593749998,113,52
48,177.46777124999997,177.62001468749997,109,0
60,177.47578406249997,177.57995062499998,122,0
67,177.47578406249997,177.58796343749998,123,0
55,177.47578406249997,177.59597624999998,122,0
64,177.48379687499997,177.61200187499998,122,0
88,177.48379687499997,177.57995062499998,113,52
76,177.48379687499997,177.57995062499998,113,52
31,177.49180968749997,177.63604031249997,125,33
67,177.4998225,177.60398906249998,119,48
72,177.4998225,177.62802749999997,120,48
76,177.4998225,177.63604031249997,117,48
64,177.4998225,177.63604031249997,118,48
60,177.4998225,177.65206593749997,115,48
48,177.4998225,177.57193781249998,118,47
36,177.4998225,177.57193781249998,120,47
47,177.6841171875,177.82834781249997,120,0
35,177.6841171875,177.8844375,125,33
55,177.69213,177.83636062499997,123,0
59,177.69213,177.84437343749997,123,0
67,177.69213,177.85238624999997,123,0
62,177.69213,177.85238624999997,123,0
67,177.69213,177.82834781249997,119,48
71,177.69213,177.83636062499997,121,48
74,177.69213,177.8603990625,119,48
62,177.69213,177.868411875,119,48
59,177.69213,177.8764246875,118,48
48,177.69213,177.77225812499998,120,47
36,177.69213,177.77225812499998,119,47
86,177.7001428125,177.81232218749997,113,52
74,177.7001428125,177.81232218749997,113,52
47,178.060719375,178.253026875,120,0
67,178.0687321875,178.220975625,123,0
